               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 310,            0.029485,           0.0079267,           0.0032966,             0.99139,                   1,               0.995,             0.74034,            0.023792,           0.0045304,           0.0026406,           0.0038818,           0.0038818,           0.0038818
                 311,            0.027924,            0.008092,            0.002873,             0.99156,                   1,               0.995,             0.80673,            0.018274,           0.0044166,           0.0026468,            0.003862,            0.003862,            0.003862
                 312,            0.026778,           0.0081559,           0.0028541,             0.99156,                   1,               0.995,             0.80673,            0.018274,           0.0044166,           0.0026468,           0.0038422,           0.0038422,           0.0038422
                 313,            0.024448,            0.010162,           0.0030431,             0.94621,                   1,             0.99045,             0.82192,             0.01961,           0.0045209,           0.0026109,           0.0038224,           0.0038224,           0.0038224
                 314,            0.028652,           0.0083368,           0.0028145,             0.94621,                   1,             0.99045,             0.82192,             0.01961,           0.0045209,           0.0026109,           0.0038026,           0.0038026,           0.0038026
                 315,            0.030645,           0.0085095,            0.003056,              0.9916,                   1,               0.995,             0.77965,            0.021567,           0.0046017,           0.0026184,           0.0037828,           0.0037828,           0.0037828
                 316,            0.029877,           0.0094235,           0.0034645,              0.9916,                   1,               0.995,             0.77965,            0.021567,           0.0046017,           0.0026184,            0.003763,            0.003763,            0.003763
                 317,            0.032267,            0.009289,           0.0036156,             0.99252,                   1,               0.995,             0.82872,            0.017731,           0.0044347,           0.0025816,           0.0037432,           0.0037432,           0.0037432
                 318,            0.025422,            0.007769,           0.0042237,             0.99252,                   1,               0.995,             0.82872,            0.017731,           0.0044347,           0.0025816,           0.0037234,           0.0037234,           0.0037234
                 319,            0.021725,           0.0058879,           0.0033394,             0.94803,                   1,             0.99045,             0.78579,            0.022242,           0.0046065,           0.0025525,           0.0037036,           0.0037036,           0.0037036
                 320,             0.02522,           0.0070505,           0.0029218,             0.94803,                   1,             0.99045,             0.78579,            0.022242,           0.0046065,           0.0025525,           0.0036838,           0.0036838,           0.0036838
                 321,             0.02596,           0.0096575,           0.0039687,             0.99322,                   1,               0.995,             0.74828,            0.021606,           0.0045719,           0.0025286,            0.003664,            0.003664,            0.003664
                 322,            0.036954,           0.0082892,           0.0033863,             0.99322,                   1,               0.995,             0.74828,            0.021606,           0.0045719,           0.0025286,           0.0036442,           0.0036442,           0.0036442
                 323,            0.027731,           0.0064236,           0.0027232,              0.9931,                   1,               0.995,             0.80564,            0.019515,           0.0045015,           0.0025578,           0.0036244,           0.0036244,           0.0036244
                 324,             0.02789,            0.010237,           0.0032974,              0.9931,                   1,               0.995,             0.80564,            0.019515,           0.0045015,           0.0025578,           0.0036046,           0.0036046,           0.0036046
                 325,            0.029417,            0.011952,           0.0034235,             0.99284,                   1,               0.995,             0.75812,            0.020198,           0.0045113,           0.0025598,           0.0035848,           0.0035848,           0.0035848
                 326,            0.024413,           0.0060843,           0.0030844,             0.99284,                   1,               0.995,             0.75812,            0.020198,           0.0045113,           0.0025598,            0.003565,            0.003565,            0.003565
                 327,            0.027048,           0.0088625,           0.0036802,              0.9918,                   1,               0.995,             0.76993,            0.018933,           0.0043781,           0.0025601,           0.0035452,           0.0035452,           0.0035452
                 328,            0.025234,           0.0066323,            0.003232,              0.9918,                   1,               0.995,             0.76993,            0.018933,           0.0043781,           0.0025601,           0.0035254,           0.0035254,           0.0035254
                 329,            0.030755,           0.0064612,           0.0034406,             0.99168,                   1,               0.995,             0.81322,            0.017499,           0.0042832,           0.0025672,           0.0035056,           0.0035056,           0.0035056
                 330,            0.023969,           0.0087026,           0.0029718,             0.99168,                   1,               0.995,             0.81322,            0.017499,           0.0042832,           0.0025672,           0.0034858,           0.0034858,           0.0034858
                 331,            0.026051,           0.0091551,           0.0036561,             0.99178,                   1,               0.995,             0.73925,            0.020882,           0.0044079,            0.002578,            0.003466,            0.003466,            0.003466
                 332,            0.027963,           0.0080499,           0.0044573,             0.99178,                   1,               0.995,             0.73925,            0.020882,           0.0044079,            0.002578,           0.0034462,           0.0034462,           0.0034462
                 333,            0.024156,           0.0078603,           0.0029006,             0.99123,                   1,               0.995,             0.83407,            0.018241,           0.0042707,           0.0025622,           0.0034264,           0.0034264,           0.0034264
                 334,            0.026205,            0.010103,           0.0029733,             0.99123,                   1,               0.995,             0.83407,            0.018241,           0.0042707,           0.0025622,           0.0034066,           0.0034066,           0.0034066
                 335,            0.023977,           0.0078515,           0.0026545,             0.99138,                   1,               0.995,             0.77499,            0.018634,           0.0042752,           0.0025605,           0.0033868,           0.0033868,           0.0033868
                 336,            0.023392,           0.0069975,           0.0029256,             0.99138,                   1,               0.995,             0.77499,            0.018634,           0.0042752,           0.0025605,            0.003367,            0.003367,            0.003367
                 337,            0.026053,            0.008968,           0.0033114,             0.99107,                   1,               0.995,             0.80134,             0.01684,           0.0042497,           0.0025553,           0.0033472,           0.0033472,           0.0033472
                 338,            0.024751,           0.0085607,           0.0028697,             0.99107,                   1,               0.995,             0.80134,             0.01684,           0.0042497,           0.0025553,           0.0033274,           0.0033274,           0.0033274
                 339,             0.02739,           0.0063238,            0.002865,              0.9917,                   1,               0.995,             0.77965,            0.018972,           0.0042417,           0.0025459,           0.0033076,           0.0033076,           0.0033076
                 340,            0.026099,           0.0063092,           0.0029219,              0.9917,                   1,               0.995,             0.77965,            0.018972,           0.0042417,           0.0025459,           0.0032878,           0.0032878,           0.0032878
                 341,            0.022267,           0.0072185,           0.0027933,             0.99155,                   1,               0.995,             0.83523,             0.01599,           0.0041626,           0.0025258,            0.003268,            0.003268,            0.003268
                 342,            0.025415,            0.010533,            0.002851,             0.99155,                   1,               0.995,             0.83523,             0.01599,           0.0041626,           0.0025258,           0.0032482,           0.0032482,           0.0032482
                 343,            0.024329,            0.006305,           0.0044213,             0.99086,                   1,               0.995,             0.81086,            0.019718,           0.0041944,            0.002509,           0.0032284,           0.0032284,           0.0032284
                 344,            0.024787,           0.0065194,            0.002727,             0.99086,                   1,               0.995,             0.81086,            0.019718,           0.0041944,            0.002509,           0.0032086,           0.0032086,           0.0032086
                 345,            0.026627,            0.010754,           0.0033904,             0.99143,                   1,               0.995,             0.67172,             0.02306,           0.0044305,            0.002501,           0.0031888,           0.0031888,           0.0031888
                 346,             0.02804,           0.0068409,           0.0029728,             0.99143,                   1,               0.995,             0.67172,             0.02306,           0.0044305,            0.002501,            0.003169,            0.003169,            0.003169
                 347,            0.031492,           0.0098197,           0.0032695,             0.99168,                   1,               0.995,             0.81505,            0.018233,           0.0041804,           0.0024874,           0.0031492,           0.0031492,           0.0031492
                 348,            0.024873,            0.010069,           0.0028048,             0.99168,                   1,               0.995,             0.81505,            0.018233,           0.0041804,           0.0024874,           0.0031294,           0.0031294,           0.0031294
                 349,            0.024637,            0.010287,           0.0028372,             0.99227,                   1,               0.995,             0.74115,            0.021494,           0.0043683,           0.0024891,           0.0031096,           0.0031096,           0.0031096
                 350,            0.034303,            0.006758,           0.0027278,             0.99227,                   1,               0.995,             0.74115,            0.021494,           0.0043683,           0.0024891,           0.0030898,           0.0030898,           0.0030898
                 351,            0.032036,           0.0059291,           0.0033184,             0.99278,                   1,               0.995,              0.7302,            0.019837,           0.0042846,           0.0024594,             0.00307,             0.00307,             0.00307
                 352,            0.023459,           0.0060331,           0.0030459,             0.99278,                   1,               0.995,              0.7302,            0.019837,           0.0042846,           0.0024594,           0.0030502,           0.0030502,           0.0030502
                 353,            0.030864,           0.0098589,           0.0030787,              0.9932,                   1,               0.995,             0.78292,            0.017654,           0.0042311,           0.0024539,           0.0030304,           0.0030304,           0.0030304
                 354,            0.025604,           0.0079909,            0.003108,              0.9932,                   1,               0.995,             0.78292,            0.017654,           0.0042311,           0.0024539,           0.0030106,           0.0030106,           0.0030106
                 355,            0.031085,           0.0075855,           0.0030165,             0.99343,                   1,               0.995,             0.68316,            0.028093,           0.0043382,           0.0024212,           0.0029908,           0.0029908,           0.0029908
                 356,            0.030742,           0.0059653,           0.0027835,             0.99343,                   1,               0.995,             0.68316,            0.028093,           0.0043382,           0.0024212,            0.002971,            0.002971,            0.002971
                 357,            0.026612,           0.0062109,           0.0027214,             0.99339,                   1,               0.995,             0.78023,            0.019487,           0.0041706,           0.0024201,           0.0029512,           0.0029512,           0.0029512
                 358,            0.029686,           0.0078806,           0.0029073,             0.99339,                   1,               0.995,             0.78023,            0.019487,           0.0041706,           0.0024201,           0.0029314,           0.0029314,           0.0029314
                 359,            0.028219,             0.01078,           0.0032209,             0.99383,                   1,               0.995,             0.76441,            0.017085,           0.0040876,           0.0024116,           0.0029116,           0.0029116,           0.0029116
                 360,            0.026943,           0.0086592,           0.0029817,             0.99383,                   1,               0.995,             0.76441,            0.017085,           0.0040876,           0.0024116,           0.0028918,           0.0028918,           0.0028918
                 361,            0.027761,           0.0076574,           0.0029147,             0.99399,                   1,               0.995,             0.77294,            0.017714,            0.004085,           0.0023992,            0.002872,            0.002872,            0.002872
                 362,            0.024554,            0.007535,           0.0028691,             0.99399,                   1,               0.995,             0.77294,            0.017714,            0.004085,           0.0023992,           0.0028522,           0.0028522,           0.0028522
                 363,            0.026726,           0.0089551,           0.0040074,             0.99375,                   1,               0.995,             0.78689,            0.019194,           0.0041804,           0.0023917,           0.0028324,           0.0028324,           0.0028324
                 364,            0.023376,           0.0088931,           0.0029077,             0.99375,                   1,               0.995,             0.78689,            0.019194,           0.0041804,           0.0023917,           0.0028126,           0.0028126,           0.0028126
                 365,            0.025623,            0.010454,           0.0030646,             0.99371,                   1,               0.995,             0.67376,            0.020684,           0.0042541,           0.0023727,           0.0027928,           0.0027928,           0.0027928
                 366,            0.026448,            0.006451,            0.002664,             0.99371,                   1,               0.995,             0.67376,            0.020684,           0.0042541,           0.0023727,            0.002773,            0.002773,            0.002773
                 367,             0.02834,           0.0084741,           0.0025671,             0.99345,                   1,               0.995,             0.87339,            0.015376,           0.0040336,           0.0023758,           0.0027532,           0.0027532,           0.0027532
                 368,            0.022267,           0.0070176,           0.0026256,             0.99345,                   1,               0.995,             0.87339,            0.015376,           0.0040336,           0.0023758,           0.0027334,           0.0027334,           0.0027334
                 369,             0.02323,           0.0081102,           0.0042831,             0.99347,                   1,               0.995,             0.85054,            0.017069,           0.0040793,           0.0023491,           0.0027136,           0.0027136,           0.0027136
                 370,            0.027628,           0.0080013,           0.0032148,             0.99347,                   1,               0.995,             0.85054,            0.017069,           0.0040793,           0.0023491,           0.0026938,           0.0026938,           0.0026938
                 371,             0.02658,            0.006588,           0.0044944,             0.99354,                   1,               0.995,             0.88302,            0.016709,           0.0039929,           0.0023361,            0.002674,            0.002674,            0.002674
                 372,            0.022509,           0.0069001,           0.0032962,             0.99354,                   1,               0.995,             0.88302,            0.016709,           0.0039929,           0.0023361,           0.0026542,           0.0026542,           0.0026542
                 373,            0.022409,            0.007143,           0.0027079,             0.99359,                   1,               0.995,             0.85572,            0.015803,           0.0040648,           0.0023162,           0.0026344,           0.0026344,           0.0026344
                 374,            0.024718,           0.0073667,           0.0032241,             0.99359,                   1,               0.995,             0.85572,            0.015803,           0.0040648,           0.0023162,           0.0026146,           0.0026146,           0.0026146
                 375,            0.020977,           0.0080483,           0.0025126,             0.99324,                   1,               0.995,             0.76068,            0.019738,           0.0042267,           0.0022968,           0.0025948,           0.0025948,           0.0025948
                 376,            0.023687,           0.0094439,           0.0028961,             0.99324,                   1,               0.995,             0.76068,            0.019738,           0.0042267,           0.0022968,            0.002575,            0.002575,            0.002575
                 377,            0.024741,           0.0062947,           0.0028243,             0.99358,                   1,               0.995,             0.83494,            0.018129,           0.0041688,           0.0022722,           0.0025552,           0.0025552,           0.0025552
                 378,            0.023577,           0.0076577,           0.0036227,             0.99358,                   1,               0.995,             0.83494,            0.018129,           0.0041688,           0.0022722,           0.0025354,           0.0025354,           0.0025354
                 379,            0.030259,           0.0078921,           0.0026821,             0.99383,                   1,               0.995,             0.85032,            0.017953,             0.00418,           0.0022645,           0.0025156,           0.0025156,           0.0025156
                 380,            0.026649,           0.0098123,           0.0028651,             0.99383,                   1,               0.995,             0.85032,            0.017953,             0.00418,           0.0022645,           0.0024958,           0.0024958,           0.0024958
                 381,            0.028291,           0.0066107,           0.0029363,             0.99405,                   1,               0.995,             0.76386,             0.01984,           0.0042162,           0.0022406,            0.002476,            0.002476,            0.002476
                 382,            0.024246,           0.0093039,           0.0031676,             0.99405,                   1,               0.995,             0.76386,             0.01984,           0.0042162,           0.0022406,           0.0024562,           0.0024562,           0.0024562
                 383,            0.024442,           0.0082426,           0.0028964,             0.99464,                   1,               0.995,             0.84736,            0.016631,           0.0040706,           0.0022344,           0.0024364,           0.0024364,           0.0024364
                 384,            0.026672,           0.0073564,            0.002796,             0.99464,                   1,               0.995,             0.84736,            0.016631,           0.0040706,           0.0022344,           0.0024166,           0.0024166,           0.0024166
                 385,            0.024724,           0.0065435,           0.0025197,             0.99378,                   1,               0.995,             0.82561,            0.015088,           0.0040172,           0.0022291,           0.0023968,           0.0023968,           0.0023968
                 386,            0.020956,            0.008285,           0.0027446,             0.99378,                   1,               0.995,             0.82561,            0.015088,           0.0040172,           0.0022291,            0.002377,            0.002377,            0.002377
                 387,            0.023254,            0.005834,           0.0025927,             0.99396,                   1,               0.995,             0.81027,            0.016532,            0.004055,           0.0022201,           0.0023572,           0.0023572,           0.0023572
                 388,             0.02358,           0.0077955,           0.0026934,             0.99396,                   1,               0.995,             0.81027,            0.016532,            0.004055,           0.0022201,           0.0023374,           0.0023374,           0.0023374
                 389,            0.023909,           0.0062979,           0.0027014,             0.99453,                   1,               0.995,             0.86665,            0.014337,           0.0040417,           0.0022113,           0.0023176,           0.0023176,           0.0023176
                 390,            0.021575,           0.0081876,           0.0029865,             0.99453,                   1,               0.995,             0.86665,            0.014337,           0.0040417,           0.0022113,           0.0022978,           0.0022978,           0.0022978
                 391,             0.02164,            0.006839,            0.002957,             0.99452,                   1,               0.995,              0.8699,            0.013926,           0.0040128,           0.0021971,            0.002278,            0.002278,            0.002278
                 392,            0.021204,           0.0060768,           0.0024926,             0.99452,                   1,               0.995,              0.8699,            0.013926,           0.0040128,           0.0021971,           0.0022582,           0.0022582,           0.0022582
                 393,            0.020794,           0.0059079,            0.003326,             0.99444,                   1,               0.995,             0.84069,            0.015523,           0.0040841,           0.0021755,           0.0022384,           0.0022384,           0.0022384
                 394,             0.02745,           0.0079765,           0.0029178,             0.99444,                   1,               0.995,             0.84069,            0.015523,           0.0040841,           0.0021755,           0.0022186,           0.0022186,           0.0022186
                 395,            0.025581,           0.0061939,           0.0025588,             0.99371,                   1,               0.995,             0.69553,            0.023508,           0.0043113,           0.0021372,           0.0021988,           0.0021988,           0.0021988
                 396,            0.029077,           0.0085235,           0.0025041,             0.99371,                   1,               0.995,             0.69553,            0.023508,           0.0043113,           0.0021372,            0.002179,            0.002179,            0.002179
                 397,            0.033017,           0.0078745,           0.0024336,             0.99394,                   1,               0.995,             0.87085,             0.01708,           0.0039907,           0.0021483,           0.0021592,           0.0021592,           0.0021592
                 398,            0.025757,            0.009037,           0.0028625,             0.99394,                   1,               0.995,             0.87085,             0.01708,           0.0039907,           0.0021483,           0.0021394,           0.0021394,           0.0021394
                 399,            0.022564,           0.0071792,           0.0024084,             0.99417,                   1,               0.995,             0.86755,            0.014861,           0.0039922,           0.0021525,           0.0021196,           0.0021196,           0.0021196
                 400,            0.020943,             0.00709,           0.0026809,             0.99417,                   1,               0.995,             0.86755,            0.014861,           0.0039922,           0.0021525,           0.0020998,           0.0020998,           0.0020998
                 401,            0.021194,           0.0099781,           0.0027106,             0.99429,                   1,               0.995,             0.86501,            0.014725,           0.0040024,           0.0021593,             0.00208,             0.00208,             0.00208
                 402,            0.020983,           0.0055998,           0.0022862,             0.99429,                   1,               0.995,             0.86501,            0.014725,           0.0040024,           0.0021593,           0.0020602,           0.0020602,           0.0020602
                 403,            0.019636,           0.0060113,           0.0033759,             0.99462,                   1,               0.995,             0.87109,            0.014476,           0.0039645,           0.0021436,           0.0020404,           0.0020404,           0.0020404
                 404,            0.021642,           0.0048615,           0.0027847,             0.99462,                   1,               0.995,             0.87109,            0.014476,           0.0039645,           0.0021436,           0.0020206,           0.0020206,           0.0020206
                 405,            0.020624,           0.0047035,           0.0022566,             0.99473,                   1,               0.995,             0.87507,            0.014234,           0.0039547,           0.0021453,           0.0020008,           0.0020008,           0.0020008
                 406,            0.020299,           0.0075106,           0.0024252,             0.99473,                   1,               0.995,             0.87507,            0.014234,           0.0039547,           0.0021453,            0.001981,            0.001981,            0.001981
                 407,            0.021929,           0.0074308,           0.0025645,             0.99448,                   1,               0.995,             0.84516,            0.014373,           0.0039432,           0.0021362,           0.0019612,           0.0019612,           0.0019612
                 408,            0.020414,           0.0069638,           0.0025609,             0.99448,                   1,               0.995,             0.84516,            0.014373,           0.0039432,           0.0021362,           0.0019414,           0.0019414,           0.0019414
                 409,            0.024004,            0.009584,            0.002449,              0.9948,                   1,               0.995,             0.85755,            0.013328,           0.0039153,           0.0021394,           0.0019216,           0.0019216,           0.0019216
                 410,            0.020106,              0.0059,            0.002372,              0.9948,                   1,               0.995,             0.85755,            0.013328,           0.0039153,           0.0021394,           0.0019018,           0.0019018,           0.0019018
                 411,            0.022194,           0.0085118,           0.0027476,             0.99466,                   1,               0.995,             0.86299,            0.012772,           0.0038512,           0.0021288,            0.001882,            0.001882,            0.001882
                 412,            0.026336,             0.00739,           0.0028592,             0.99466,                   1,               0.995,             0.86299,            0.012772,           0.0038512,           0.0021288,           0.0018622,           0.0018622,           0.0018622
                 413,            0.021586,           0.0092128,           0.0024573,             0.99454,                   1,               0.995,             0.83239,            0.015864,           0.0040005,           0.0021348,           0.0018424,           0.0018424,           0.0018424
                 414,            0.022076,           0.0091106,           0.0026121,             0.99454,                   1,               0.995,             0.83239,            0.015864,           0.0040005,           0.0021348,           0.0018226,           0.0018226,           0.0018226
                 415,            0.021009,            0.009978,           0.0025211,             0.99458,                   1,               0.995,             0.88128,            0.012985,           0.0038472,           0.0021155,           0.0018028,           0.0018028,           0.0018028
                 416,            0.017756,           0.0065788,           0.0023715,             0.99458,                   1,               0.995,             0.88128,            0.012985,           0.0038472,           0.0021155,            0.001783,            0.001783,            0.001783
                 417,            0.022419,           0.0070185,            0.002422,             0.99403,                   1,               0.995,              0.8325,            0.014348,           0.0038645,           0.0021015,           0.0017632,           0.0017632,           0.0017632
                 418,            0.020477,           0.0081508,           0.0023362,             0.99403,                   1,               0.995,              0.8325,            0.014348,           0.0038645,           0.0021015,           0.0017434,           0.0017434,           0.0017434
                 419,             0.02207,           0.0080537,           0.0023883,             0.99489,                   1,               0.995,             0.88861,            0.012676,           0.0037651,           0.0020844,           0.0017236,           0.0017236,           0.0017236
                 420,            0.019747,           0.0088317,           0.0030638,             0.99489,                   1,               0.995,             0.88861,            0.012676,           0.0037651,           0.0020844,           0.0017038,           0.0017038,           0.0017038
                 421,            0.020487,           0.0074224,            0.002886,             0.99449,                   1,               0.995,             0.79603,             0.01536,           0.0038987,           0.0020636,            0.001684,            0.001684,            0.001684
                 422,            0.021968,           0.0064497,            0.004328,             0.99449,                   1,               0.995,             0.79603,             0.01536,           0.0038987,           0.0020636,           0.0016642,           0.0016642,           0.0016642
                 423,            0.021594,           0.0068783,           0.0027214,             0.99448,                   1,               0.995,             0.81715,            0.014423,           0.0038684,           0.0020618,           0.0016444,           0.0016444,           0.0016444
                 424,            0.022765,           0.0082253,           0.0061501,             0.99448,                   1,               0.995,             0.81715,            0.014423,           0.0038684,           0.0020618,           0.0016246,           0.0016246,           0.0016246
                 425,            0.019763,           0.0060344,           0.0023582,             0.99495,                   1,               0.995,             0.89213,            0.012757,           0.0037751,           0.0020475,           0.0016048,           0.0016048,           0.0016048
                 426,            0.022047,            0.007717,           0.0031006,             0.99495,                   1,               0.995,             0.89213,            0.012757,           0.0037751,           0.0020475,            0.001585,            0.001585,            0.001585
                 427,            0.023079,           0.0080407,            0.003233,             0.99475,                   1,               0.995,             0.85557,            0.013228,           0.0038003,           0.0020564,           0.0015652,           0.0015652,           0.0015652
                 428,            0.025267,           0.0077217,           0.0027924,             0.99475,                   1,               0.995,             0.85557,            0.013228,           0.0038003,           0.0020564,           0.0015454,           0.0015454,           0.0015454
                 429,            0.021975,           0.0081482,           0.0023942,              0.9947,                   1,               0.995,             0.88232,            0.012179,           0.0037493,           0.0020402,           0.0015256,           0.0015256,           0.0015256
                 430,            0.018663,           0.0074044,           0.0023277,              0.9947,                   1,               0.995,             0.88232,            0.012179,           0.0037493,           0.0020402,           0.0015058,           0.0015058,           0.0015058
                 431,            0.018905,            0.007142,           0.0021388,             0.99478,                   1,               0.995,             0.88167,            0.012395,           0.0037451,           0.0020294,            0.001486,            0.001486,            0.001486
                 432,            0.022953,           0.0085989,           0.0026382,             0.99478,                   1,               0.995,             0.88167,            0.012395,           0.0037451,           0.0020294,           0.0014662,           0.0014662,           0.0014662
                 433,            0.018182,           0.0063508,           0.0023778,             0.99476,                   1,               0.995,             0.87091,            0.012193,           0.0037343,           0.0020123,           0.0014464,           0.0014464,           0.0014464
                 434,            0.021262,           0.0085601,           0.0030333,             0.99476,                   1,               0.995,             0.87091,            0.012193,           0.0037343,           0.0020123,           0.0014266,           0.0014266,           0.0014266
                 435,            0.020312,           0.0063623,            0.003236,             0.99441,                   1,               0.995,              0.8652,            0.012181,           0.0037529,           0.0020052,           0.0014068,           0.0014068,           0.0014068
                 436,             0.02084,           0.0068211,           0.0027086,             0.99441,                   1,               0.995,              0.8652,            0.012181,           0.0037529,           0.0020052,            0.001387,            0.001387,            0.001387
                 437,            0.023761,           0.0082421,           0.0029218,             0.99424,                   1,               0.995,             0.89552,            0.011978,           0.0037304,           0.0019888,           0.0013672,           0.0013672,           0.0013672
                 438,            0.019081,           0.0068046,           0.0023562,             0.99424,                   1,               0.995,             0.89552,            0.011978,           0.0037304,           0.0019888,           0.0013474,           0.0013474,           0.0013474
                 439,            0.021676,           0.0084509,           0.0025899,             0.99437,                   1,               0.995,             0.87056,            0.012716,           0.0037779,           0.0019748,           0.0013276,           0.0013276,           0.0013276
                 440,            0.014447,           0.0061555,            0.002134,             0.99437,                   1,               0.995,             0.87056,            0.012716,           0.0037779,           0.0019748,           0.0013078,           0.0013078,           0.0013078
                 441,            0.021493,           0.0075565,           0.0023227,             0.99429,                   1,               0.995,             0.81956,            0.016142,           0.0039322,           0.0019676,            0.001288,            0.001288,            0.001288
                 442,            0.017783,           0.0075708,           0.0023046,             0.99429,                   1,               0.995,             0.81956,            0.016142,           0.0039322,           0.0019676,           0.0012682,           0.0012682,           0.0012682
                 443,            0.019136,           0.0064623,           0.0021454,             0.99443,                   1,               0.995,             0.83388,            0.013813,           0.0038448,           0.0019499,           0.0012484,           0.0012484,           0.0012484
                 444,            0.020251,           0.0063803,             0.00233,             0.99443,                   1,               0.995,             0.83388,            0.013813,           0.0038448,           0.0019499,           0.0012286,           0.0012286,           0.0012286
                 445,            0.019475,           0.0077655,            0.002212,             0.99441,                   1,               0.995,             0.88192,            0.011913,           0.0037119,           0.0019265,           0.0012088,           0.0012088,           0.0012088
                 446,            0.018746,            0.010279,            0.002365,             0.99441,                   1,               0.995,             0.88192,            0.011913,           0.0037119,           0.0019265,            0.001189,            0.001189,            0.001189
                 447,            0.021888,           0.0074494,           0.0025311,             0.99424,                   1,               0.995,             0.87748,            0.012116,           0.0037112,           0.0019164,           0.0011692,           0.0011692,           0.0011692
                 448,            0.019217,           0.0082293,           0.0024432,             0.99424,                   1,               0.995,             0.87748,            0.012116,           0.0037112,           0.0019164,           0.0011494,           0.0011494,           0.0011494
                 449,            0.017921,           0.0066976,           0.0021288,             0.99419,                   1,               0.995,             0.88756,            0.011328,           0.0036506,            0.001901,           0.0011296,           0.0011296,           0.0011296
                 450,            0.017331,           0.0059544,           0.0030994,             0.99419,                   1,               0.995,             0.88756,            0.011328,           0.0036506,            0.001901,           0.0011098,           0.0011098,           0.0011098
                 451,             0.02069,           0.0084865,           0.0026437,             0.99421,                   1,               0.995,             0.87646,             0.01186,           0.0036673,           0.0018811,             0.00109,             0.00109,             0.00109
                 452,             0.01915,           0.0075872,           0.0020247,             0.99421,                   1,               0.995,             0.87646,             0.01186,           0.0036673,           0.0018811,           0.0010702,           0.0010702,           0.0010702
                 453,            0.021792,           0.0053435,           0.0021682,             0.99408,                   1,               0.995,             0.88024,            0.011611,           0.0036544,           0.0018656,           0.0010504,           0.0010504,           0.0010504
                 454,            0.019599,           0.0068838,           0.0021543,             0.99408,                   1,               0.995,             0.88024,            0.011611,           0.0036544,           0.0018656,           0.0010306,           0.0010306,           0.0010306
                 455,            0.019732,           0.0069832,           0.0022662,             0.99413,                   1,               0.995,             0.89792,            0.011846,           0.0036516,           0.0018497,           0.0010108,           0.0010108,           0.0010108
                 456,            0.018945,           0.0061196,           0.0019894,             0.99413,                   1,               0.995,             0.89792,            0.011846,           0.0036516,           0.0018497,            0.000991,            0.000991,            0.000991
                 457,             0.01699,            0.008036,           0.0021372,             0.99405,                   1,               0.995,             0.89355,            0.011721,           0.0036296,           0.0018402,           0.0009712,           0.0009712,           0.0009712
                 458,            0.020753,           0.0070942,           0.0046503,             0.99405,                   1,               0.995,             0.89355,            0.011721,           0.0036296,           0.0018402,           0.0009514,           0.0009514,           0.0009514
